99;68;-58;1684505699350;world
99;70;-58;1684505792106;world
99;69;-58;1684505791307;world
95;68;-58;1684505722210;world
99;68;-62;1684505741657;world
99;71;-58;1684505793011;world
99;70;-62;1684505785200;world
95;70;-58;1684505794656;world
99;69;-62;1684505758358;world
95;69;-58;1684505794204;world
95;68;-62;1684505737559;world
99;71;-62;1684505786212;world
95;71;-58;1684505795349;world
95;70;-62;1684505787863;world
95;69;-62;1684505787467;world
95;71;-62;1684505788452;world
